身分證字號,date,expName,psychopyVersion,OS,frameRate,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[90,-149]","[-395.25389114797457,287.1687612786053]",37,977.1213557,5.75,0,1.065,0.7483,"[90,90,90,90,90,90,90,90,90,90,90,90,94,99,104,112,124,138,149,155,159,162,165,166,155,121,67,38,-52,-109,-160,-189,-201,-207,-208,-211,-219,-239,-259,-281,-298,-310,-327,-357,-393,-423,-437,-442,-443,-443,-443,-443,-443,-443,-443,-443,-443,-443,-443,-441,-437,-431,-423,-418,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412]","[-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-147,-142,-136,-125,-107,-86,-66,-52,-35,-22,-8,7,42,80,128,151,219,256,283,296,300,301,301,301,298,292,291,291,291,291,290,289,289,289,290,290,290,290,290,290,290,290,290,290,290,290,290,290,289,288,286,286,286,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00010000002384202844,0.014000000000002899,0.030299999952319467,0.04369999992847795,0.06419999992847636,0.08360000002384282,0.09739999997616167,0.11399999999999721,0.1303999999761558,0.14399999999999835,0.16419999992847778,0.1811999999284737,0.197499999999998,0.21379999995231458,0.23049999999999926,0.2477999999523135,0.265600000023845,0.2809999999999988,0.2997999999523131,0.31419999992847636,0.3313999999761563,0.34789999997615695,0.3643999999761576,0.38110000002384226,0.3977999999523192,0.41389999997615945,0.4306999999284713,0.4440000000000026,0.464500000000001,0.48160000002383896,0.4978999999761555,0.5165000000000006,0.5315000000000012,0.5477999999523178,0.5645000000000024,0.5811999999284723,0.597899999976157,0.6144999999999996,0.6307999999523162,0.6481999999284724,0.6642999999523198,0.6811999999284737,0.6977999999523163,0.714500000000001,0.732999999999997,0.7483999999761579,0.7653999999761609,0.7815000000000012,0.7978999999761598,0.8145000000000024,0.832199999928477,0.8476999999284729,0.8646999999284759,0.8810000000000002,0.8977999999523192,0.9159999999999968,0.9314999999999998,0.9477999999523163,0.9647999999523194,0.983100000023839,0.9976000000238443,1.0144999999999982,1.0312999999523171,1.0447999999523176,1.0651000000238398,1.0818999999761587,1.098100000023841,1.115000000000002,1.1327999999523186,1.1481000000238453,1.164799999952315,1.1813999999761577,1.200199999928472,1.2147999999523194,1.2316999999284732,1.2481000000238396,1.261499999999998,1.2816999999284775,1.2946999999284756,1.3148999999761557,1.3317999999523167,1.3448999999761568,1.3654999999999973,1.3817999999523138,1.3982999999523145,1.4153999999761595,1.4313999999761577,1.4481999999284767,1.4650000000000034,1.4781000000238436,1.4981000000238396,1.5150000000000006,1.5332999999523196,1.548299999952313,1.5647999999523137,1.5786999999284745]",0,0,0,0,1,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[-395.25389114797457,287.1687612786053]","[446.3223880145685,-198.71553003949265]",37,977.1213557,5.75,0,1.0046,0.3531,"[-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-412,-399,-359,-298,-180,-86,13,109,193,271,318,342,358,372,382,387,393,397,401,419,431,440,443,444,444,444,446,446,445,444,443,443,441,439,438,438,438,438,438,438,440,442,446,448,451,452,452,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453]","[285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,283,270,245,174,108,34,-43,-112,-173,-221,-251,-269,-281,-288,-290,-292,-292,-292,-291,-290,-289,-288,-288,-288,-284,-277,-266,-258,-253,-249,-243,-238,-232,-229,-228,-227,-227,-227,-226,-221,-216,-212,-210,-207,-206,-206,-205,-205,-205,-205,-205,-205,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999990462716823,0.019199999928474654,0.03539999997615695,0.05229999995231083,0.06529999995231606,0.08219999992846994,0.09879999995231259,0.11919999992846897,0.13539999997615837,0.1485999999046328,0.17099999999999937,0.18589999997615791,0.2035999999046325,0.21859999990463308,0.23219999992846851,0.2523999999761557,0.26549999999999585,0.2857999999523102,0.2991999999284687,0.3190999999046298,0.3320999999046279,0.3530999999046287,0.36919999992846897,0.3872999999523117,0.4026999999284726,0.4209999999999994,0.43629999995231117,0.4522999999523165,0.4691999999284704,0.485599999904629,0.502699999928474,0.5195999999046279,0.5363999999761546,0.5529999999999973,0.5695999999046322,0.5859999999999985,0.6027999999523104,0.6158999999761576,0.6377999999523141,0.6528999999761567,0.6690999999046312,0.6864999999999952,0.7030999999046301,0.7194999999999965,0.7362999999523154,0.7531999999284693,0.7696999999284699,0.7859999999999943,0.8027999999523132,0.8210999999046322,0.8365999999046281,0.8530999999046287,0.8696999999284714,0.8868999999761584,0.9035999999046282,0.9195999999046265,0.9361999999284691,0.9531999999284722,0.9696999999284728,0.9862999999523154,1.0045999999046273,1.01969999992847,1.038299999952315,1.0531999999284736,1.0700999999046275,1.08669999992847,1.1030999999046287,1.1161999999284689,1.136299999952314,1.1527999999523146,1.1661999999284731,1.1863999999761532,1.2033999999761562,1.2162999999523123,1.2364999999999995,1.249799999952316,1.2700999999046303,1.286999999999999,1.3028999999761552,1.3198999999761583,1.3331999999284747,1.3525999999046263,1.3666999999284712,1.3865999999046323,1.4035999999046282,1.4200999999046289,1.4384999999999977,1.4499999999999957,1.4695999999046307,1.4832999999523153,1.5034999999999954,1.5163999999761586]",1,0,1,0,1,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[446.3223880145685,-198.71553003949265]","[-477.88445483249103,101.57747659474727]",37,977.1213557,5.75,0,0.9874,0.4,"[453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,448,421,350,293,225,123,-10,-140,-256,-347,-416,-467,-488,-493,-494,-491,-487,-483,-480,-477,-476,-475,-475,-474,-474,-474,-473,-472,-472,-471,-471,-471,-471,-472,-474,-477,-477,-479,-480,-481,-481,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482]","[-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-204,-206,-206,-205,-193,-171,-144,-120,-94,-67,-40,-23,-11,3,10,16,21,25,29,32,34,36,37,37,38,41,43,45,47,49,53,58,65,71,82,84,91,96,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.01950000000000074,0.03639999997615462,0.05299999999999727,0.06970000004768195,0.08299999999999841,0.10310000002384356,0.11860000002383941,0.13280000007152637,0.1494999999999962,0.17010000002384373,0.18630000007152603,0.2032000000476799,0.21630000007152717,0.23310000002383902,0.25320000004768417,0.269999999999996,0.28300000000000125,0.29980000007152796,0.31910000002384464,0.33689999997615416,0.3551000000238389,0.36999999999999744,0.38700000000000045,0.3999999999999986,0.4222000000476811,0.4368999999761556,0.4533999999761562,0.4701000000238409,0.4871000000238439,0.5038000000715215,0.520100000023838,0.5387000000476831,0.5532000000476813,0.5702000000476843,0.5832000000476825,0.6038999999761572,0.6206000000238419,0.6367000000476821,0.653399999976159,0.670399999976155,0.6875,0.7033000000715219,0.7202000000476829,0.7368000000715256,0.749899999976158,0.769999999999996,0.7831000000238433,0.8041000000238441,0.8203999999761606,0.8369999999999962,0.8543000000715253,0.8701000000238395,0.8877000000476798,0.9037000000476851,0.9208000000715231,0.9368999999761556,0.9536000000238403,0.9720000000000013,0.9874999999999972,1.0039999999999978,1.0208000000715245,1.0401000000238412,1.0534999999999997,1.070999999999998,1.0872000000476802,1.1041000000238412,1.1207000000476839,1.1373000000715265,1.1538999999761543,1.170800000071523,1.1837000000476863,1.203300000071522,1.2206000000238433,1.2338000000715255,1.2506000000238444,1.2708000000715245,1.283999999999999,1.30389999997616,1.320899999976156,1.3369999999999962,1.3506000000238387,1.372300000071526,1.3841000000238424,1.4058999999761568,1.420800000071523,1.4372000000476817,1.4538000000715243,1.4708999999761545,1.4878999999761575]",2,0,2,0,1,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[-477.88445483249103,101.57747659474727]","[488.56067783019904,0]",37,977.1213557,5.75,0,0.7991,0.3325,"[-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-482,-469,-417,-347,-249,-119,36,198,332,435,503,535,546,551,552,553,553,553,553,553,553,553,553,553,553,551,549,544,534,518,505,496,490,480,478,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475]","[99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,96,90,86,82,72,57,39,20,9,0,-6,-10,-12,-14,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-14,-12,-9,-7,-6,-5,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.016000000000005343,0.03190000009536931,0.048600000023846235,0.062100000023846746,0.08170000004768951,0.09820000004768303,0.1121000000238439,0.1336000000238471,0.14850000000000563,0.16560000002384356,0.1816000000238418,0.1951000000238423,0.2148000000715271,0.22870000004768798,0.24910000002384436,0.2652000000476846,0.2820000000000036,0.29520000004768576,0.3159000000953682,0.3325000000000031,0.3486000000238434,0.3655000000000044,0.3842000000476844,0.39920000004768497,0.41780000007153006,0.4321000000238442,0.4491000000238472,0.46620000004768514,0.4834999999999994,0.4992000000476864,0.515700000047687,0.5321000000238456,0.5493000000715256,0.5658000000715262,0.5827000000476872,0.5956000000238433,0.6159000000953725,0.6325000000000003,0.649200000047685,0.6673000000715277,0.6824000000953703,0.6992000000476892,0.7158000000715248,0.7325000000000017,0.7494000000953704,0.765700000047687,0.7824999999999989,0.7992000000476835,0.8158000000715262,0.8327000000476872,0.8512000000476831,0.8664000000953678,0.8827000000476843,0.899200000047685,0.916200000047688,0.9327000000476886,0.9497000000476845,0.9627000000476826,0.9827000000476858,0.9997000000476888,1.0125000000000028,1.032600000023841,1.0461000000238414,1.0673000000715263,1.079600000023845,1.0999000000953671,1.1147000000476837,1.1324000000953731,1.149400000095369,1.166200000047688,1.1831000000238419,1.1958000000715288,1.2128000000715247,1.2331000000238461,1.2464000000953703,1.2663000000715243,1.2831000000238433,1.2995000000000019]",3,0,3,0,1,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[488.56067783019904,0]","[-477.88445483249103,-101.57747659474714]",37,977.1213557,5.75,0,1.7016,0.2965,"[475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,452,374,283,152,110,-38,-166,-285,-369,-423,-449,-458,-460,-460,-460,-459,-456,-449,-443,-437,-434,-433,-433,-433,-432,-433,-445,-485,-498,-528,-548,-561,-570,-571,-571,-571,-571,-571,-568,-562,-551,-541,-530,-521,-514,-509,-506,-504,-503,-502,-501,-501,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-498,-493,-491,-490,-490,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489]","[-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,-5,-9,-17,-20,-24,-26,-28,-29,-29,-30,-33,-36,-40,-41,-41,-41,-41,-41,-41,-41,-42,-48,-64,-69,-90,-104,-115,-124,-127,-127,-127,-127,-127,-126,-124,-120,-116,-114,-112,-110,-109,-108,-107,-107,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-106,-105,-103,-103,-103,-103,-103,-103,-103,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.016500000000000625,0.02949999999999875,0.04969999992847107,0.06649999999999778,0.08319999992847471,0.09989999997615939,0.11679999995231327,0.12989999997616053,0.14999999999999858,0.16839999997615962,0.18329999995231816,0.19609999990463223,0.21649999999999636,0.2337999999523177,0.24979999995231594,0.2665999999046349,0.2833999999761545,0.29650000000000176,0.31689999997615814,0.3337999999523191,0.35159999990463575,0.3670999999046316,0.38539999997615837,0.40009999990463285,0.4166999999284755,0.43329999995231816,0.45009999990463,0.467099999904633,0.48339999997615735,0.5007999999523136,0.5166999999284769,0.535399999976157,0.5485999999046314,0.5675999999046297,0.5837999999523191,0.6002999999523126,0.6172999999523157,0.6342999999523187,0.6502999999523169,0.6665999999046335,0.680299999952318,0.7006999999284744,0.7175000000000011,0.7337999999523177,0.7520000000000024,0.7674999999999983,0.7837999999523149,0.8004999999999995,0.8168999999761581,0.8335000000000008,0.8504999999999967,0.8674999999999997,0.8845000000000027,0.9005999999046352,0.9136999999284754,0.9330999999046341,0.9505999999046324,0.9690999999046355,0.9834999999999994,1.0005999999046296,1.0174999999999983,1.0336999999284728,1.0502999999523155,1.0672999999523185,1.083699999928477,1.100599999904631,1.113500000000002,1.1307999999523162,1.150500000000001,1.1676999999284732,1.1856999999284739,1.2008999999761585,1.217299999952317,1.2338999999761597,1.2539999999999978,1.2673999999761563,1.283999999999999,1.30089999997616,1.3175999999046297,1.3342999999523144,1.350899999976157,1.3671999999284736,1.3841999999284766,1.3973999999761588,1.4171999999284708,1.4306999999284713,1.4510999999046348,1.4678999999761544,1.484199999928471,1.5009999999999977,1.5172999999523142,1.5345000000000013,1.551000000000002,1.5673999999761605,1.5840999999046304,1.600999999999999,1.6193999999761601,1.6345000000000027,1.6506999999284773,1.6683999999761596,1.6808999999761554,1.70159999990463,1.7178999999761544,1.7347999999523154,1.7518999999761604,1.7645999999046325,1.7847999999523125,1.7977999999523178,1.8170999999046344,1.8358999999761565,1.8511999999284754,1.8680999999046293,1.884699999928472,1.901799999952317,1.9181999999284756,1.9346999999284762,1.9478999999761584,1.9680999999046307,1.984299999952313,1.9982999999523159,2.0192999999523167,2.031299999952317,2.0518999999761576,2.0646999999284716,2.0870999999046305,2.1019999999999968,2.1183999999761554,2.13159999990463,2.151699999928475,2.164799999952315,2.1813999999761577,2.20159999990463,2.2150999999046306]",4,0,4,0,1,,,,
A123456789,2024-10-25_15h08.56.077,GoFitts,2023.2.3,Win32,59.52380952,"[-477.88445483249103,-101.57747659474714]","[446.32238801456845,198.71553003949265]",37,977.1213557,5.75,0,0.8031,0.3859,"[-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-489,-488,-457,-370,-266,-144,-15,108,216,302,378,393,405,406,406,406,406,406,406,406,406,405,405,405,408,418,430,443,452,456,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457]","[-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-102,-94,-76,-57,-30,1,37,77,107,130,134,138,139,139,140,140,141,141,141,141,141,143,148,156,166,179,190,199,204,207,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.020600000023840437,0.03569999992847528,0.05289999997615524,0.06919999992847181,0.08579999995231447,0.09910000002383867,0.11919999992847607,0.13560000002384243,0.15260000002383833,0.16919999992847323,0.1857999999523159,0.2027999999523118,0.21939999997615445,0.23560000002384385,0.24900000000000233,0.2701999999284723,0.28269999992847517,0.30210000002384163,0.3158999999761605,0.33610000002384055,0.35249999999999915,0.36969999992847136,0.38589999997615365,0.403199999928475,0.4193999999761573,0.4362999999523183,0.45479999995231424,0.46999999999999886,0.48639999997615746,0.5028999999761581,0.5195000000000007,0.5363999999761546,0.5527999999523132,0.5696000000238399,0.5865000000000009,0.6034999999999968,0.6196999999284714,0.6366999999284744,0.6527999999523146,0.6697999999523176,0.686100000023842,0.6995000000000005,0.7197999999523148,0.7383999999761599,0.752699999928474,0.7696999999284699,0.7863999999761546,0.8031000000238393,0.8196999999284742,0.8371000000238382,0.8536999999284731,0.8695000000000022,0.8866000000238401,0.903399999976159,0.9213999999761597,0.9366000000238373,0.9495000000000005,0.9701000000238409,0.9868999999761598,0.9997999999523159,1.0196000000238428,1.036699999928473,1.0532999999523156,1.0697999999523162,1.0831999999284747,1.1027999999523175,1.116500000000002,1.137799999952314,1.1528999999761567,1.1661999999284731,1.1866999999284715,1.1999999999999957,1.2166000000238384,1.2361999999284734,1.249799999952316,1.270100000023838,1.2831999999284704,1.3036000000238417]",5,0,5,0,1,,,,
