key_resp_4.keys,key_resp_4.rt,身分證字號,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,cont.keys,cont.rt,retry_testing.thisRepN,retry_testing.thisTrialN,retry_testing.thisN,retry_testing.thisIndex,retry_testing.ran,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
return,7.9148,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,"[922,922,922,922,922,922,926,939,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,959,953,949,945,945,946,944,938,934,934,932,927,919,908,899,883,858,823,765,650,518,377,237,108,10,-53,-75,-77,-71,-45,7,83,158,228,285,326,353,367,373,375,375,376,377,378,379,379,377,376,375,373,370,367,364,361,359,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,359,360,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,359,357,356,354,352,351,348,341,333,330,330,338,338,338,338,338,338,338,338,338,338,338,326,303,268,216,165,134,116,108,104,101,100,99,95,91,85,81,78,72,66,57,48,42,35,27,22,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,10,1,-11,-27,-56,-95,-142,-199,-257,-313,-353,-375,-385,-386,-386,-386,-385,-383,-382,-381,-380,-378,-375,-372,-368,-367,-366,-362,-356,-350,-346,-343,-343,-343,-343,-343,-342,-342,-342,-342,-340,-335,-322,-296,-259,-216,-177,-136,-104,-79,-66,-62,-60,-60,-60,-60,-59,-57,-52,-43,-34,-25,-16]","[42,42,42,42,42,42,41,36,34,40,55,73,104,139,153,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,172,194,226,254,274,283,289,291,291,291,293,294,293,282,254,224,197,174,151,139,130,119,110,105,103,102,102,102,96,84,65,44,22,1,-13,-22,-25,-25,-25,-25,-25,-24,-22,-21,-19,-18,-16,-14,-11,-6,-2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,0,-1,-3,-5,-5,-5,-3,4,15,21,23,23,23,23,23,23,23,23,23,23,23,38,57,79,115,150,177,198,216,232,248,260,271,280,288,295,301,307,313,319,325,331,336,341,345,348,349,350,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,342,330,310,279,236,176,112,49,-1,-39,-66,-80,-86,-86,-84,-77,-68,-58,-48,-39,-32,-27,-23,-19,-17,-15,-14,-13,-12,-10,-8,-6,-4,-3,-3,-3,-3,-3,-3,-3,-3,-5,-13,-31,-63,-104,-149,-193,-240,-280,-312,-329,-336,-339,-340,-340,-340,-340,-340,-340,-340,-341,-342,-342]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0017999999821185497,0.01429999998211784,0.026099999994038114,0.04279999998211892,0.0601999999880789,0.07600000000000051,0.0931999999880766,0.10959999999403891,0.12619999998807785,0.14300000000000068,0.15959999999403962,0.17619999998807856,0.19299999999999784,0.20949999999999847,0.22709999999403863,0.2427999999821182,0.25929999998211883,0.2759999999999998,0.29259999999403874,0.30929999998211954,0.3260000000000005,0.3427999999821161,0.3595999999940389,0.3766999999880767,0.3932999999821192,0.41009999999403846,0.4266999999880774,0.44329999998211633,0.45969999998807864,0.4760999999940374,0.4926999999880799,0.5093999999761571,0.52619999998808,0.5428999999761572,0.5594999999999999,0.5761999999880771,0.5928999999761579,0.6095000000000006,0.6260999999940395,0.6427999999821168,0.6595999999940396,0.6763999999761587,0.6930999999940397,0.7095999999940403,0.7262999999821176,0.7452999999821195,0.7607999999821189,0.7762999999821183,0.7929999999999993,0.8096999999880765,0.8265999999940377,0.843,0.8595999999940389,0.8765999999940384,0.8930000000000007,0.9095999999940396,0.9265000000000008,0.9443999999761559,0.9594999999999985,0.9765999999940398,0.9930999999940404,1.0096999999880794,1.0264999999999986,1.0431999999880794,1.0599999999999987,1.0766999999880795,1.0930999999940383,1.1099999999999994,1.1265999999940384,1.1432999999821192,1.1597999999821162,1.1766999999880774,1.1930999999940397,1.2100999999940392,1.226699999988078,1.243299999982117,1.2601999999880782,1.278099999994037,1.2951999999880783,1.3098999999761567,1.3265999999940377,1.3433999999761568,1.3606999999880784,1.3765999999940384,1.3934999999999995,1.4101999999880768,1.4267999999821193,1.4435000000000002,1.4600999999940392,1.4768999999761583,1.493299999982117,1.5101999999880782,1.5269999999999975,1.543399999976156,1.561,1.5775000000000006,1.5940999999940395,1.6107999999821168,1.6275999999940396,1.643799999982118,1.6602999999821186,1.677099999994038,1.6936999999880769,1.710599999994038,1.7270999999940386,1.7435999999940393,1.7605999999940387,1.7770999999940393,1.7940000000000005,1.8104999999999976,1.8275999999940389,1.844399999976158,1.8611999999880773,1.877899999976158,1.8943999999761587,1.910499999999999,1.9271999999880798,1.943999999999999,1.9606999999880799,1.977999999999998,1.994799999982117,2.0109999999999992,2.0270999999940393,2.0440000000000005,2.0606999999880777,2.0775000000000006,2.0939999999999976,2.1108999999761586,2.127699999988078,2.1441999999880785,2.160699999988079,2.177299999982118,2.1978999999761584,2.2111999999880787,2.227499999999999,2.24419999998808,2.261499999999998,2.278299999982117,2.294799999982118,2.311699999988079,2.3281999999880796,2.344899999976157,2.361599999994038,2.378499999999999,2.394299999982117,2.410899999976156,2.4276999999880786,2.444399999976156,2.4611999999880787,2.4776999999880793,2.4943999999761566,2.5111999999880794,2.5276999999880765,2.5445999999940376,2.5611999999880766,2.577799999982119,2.5945,2.611299999982119,2.6280999999940384,2.644599999994039,2.6612999999821163,2.678000000000001,2.6945999999940398,2.711399999976159,2.72809999999404,2.744799999982117,2.7612999999821177,2.7779999999999987,2.7946999999880795,2.8113999999761567,2.82859999999404,2.844899999976157,2.861599999994038,2.878399999976157,2.8948999999761575,2.9117999999821187,2.9281999999880775,2.9448999999761583,2.961500000000001,2.9783999999761583,2.994899999976159,3.01159999999404,3.0284999999999975,3.044999999999998,3.061599999994037,3.078299999982118,3.094999999999999,3.1116999999880797,3.1288999999761558,3.145099999994038,3.161699999988077,3.1783999999761576,3.195199999988077,3.2116999999880775,3.2283999999761583,3.2451999999880776,3.2618999999761584,3.2784999999999975,3.2952999999821166,3.3119999999999976,3.3284999999999982,3.3452999999821174,3.3618999999761563,3.3787999999821174,3.3953999999761564,3.412199999988079,3.428799999982118,3.445399999976157,3.46219999998808,3.478899999976157,3.495399999976158,3.512199999988077,3.528799999982116,3.5468999999761586,3.5620999999940395,3.5791999999880773,3.597199999988078,3.6123999999761587,3.629199999988078,3.6454999999999984,3.6622999999821175,3.6791999999880787,3.6970999999940375,3.7132999999821195,3.7300999999940387,3.74569999998808,3.7623999999761573,3.7790999999940382,3.7959999999999994,3.8127999999821185,3.8293999999761574,3.845799999982116,3.8625000000000007,3.879199999988078,3.8958999999761588,3.912399999976156,3.9291999999880787,3.9457999999821176,3.9625999999940404,3.9792999999821177,3.9958999999761566,4.012599999994038,4.029499999999999,4.046299999982118,4.062599999994038,4.079399999976157,4.095899999976158,4.112599999994039,4.129299999982116,4.146099999994039,4.162899999976158,4.179299999982117,4.19609999999404]",return,4.5368,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,return,1.2009,,,,,,,,,,,,,,,,,,,,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,return,0.9334,"[-14,-79]","[-158.94898511924342,-33.78564975788585]",60.5,325,0,"[-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-18,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-54,-82,-104,-116,-125,-138]","[-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-77,-57,-46,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-34,-34,-35,-35,-35,-36]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0017000000178803987,0.017200000017879802,0.03440000000595944,0.04120000001788071,0.06499999999999773,0.0852000000178812,0.10099999999999909,0.10780000001192036,0.13440000000596086,0.14090000000595992,0.15730000001191868,0.1855000000000011,0.20110000002384254,0.20780000001192178,0.2339000000059599,0.24050000000000082,0.2572000000178818,0.27410000002384294,0.2908000000119202,0.31810000002383987,0.3247000000178808,0.3504000000059584,0.35720000001787966,0.3738000000119186,0.39060000002384143,0.40720000001788037,0.4239000000059612,0.44060000002384214,0.4572000000178811,0.47390000000595833,0.4914999999999985,0.5175000000000018,0.5341000000238445,0.5511000000238404,0.5684999999999967,0.575300000011918,0.60160000002384,0.6081000000238426,0.6239000000059569,0.6406000000238414,0.6686000000238401,0.6751000000238427,0.6901000000238433,0.7176000000238396,0.7343000000119169,0.7510000000000012,0.7678000000119205,0.7844999999999978,0.8011000000238404]",,0,0,0,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[-158.94898511924342,-33.78564975788585]","[148.45113686692264,66.09470449981752]",60.5,325,0,"[-138,-150,-158,-162,-165,-166,-166,-166,-166,-166,-166,-166,-166,-166,-166,-166,-166,-166,-164,-145,-120,-84,-43,1,38,71,96,109,117,121]","[-36,-36,-36,-36,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-30,-21,-10,4,19,32,44,52,56,57,58]","[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005000000000023874,0.01640000000595876,0.03300000000000125,0.05090000000596007,0.06780000001192121,0.0844000000059637,0.10059999999403857,0.11440000000596484,0.13400000000000034,0.1415999999940425,0.1664999999999992,0.18330000001191848,0.19990000000596098,0.20550000000000068,0.2222000000178852,0.23900000000000432,0.2558000000119236,0.2725999999940427,0.2890000000000015,0.31659999999403965,0.33340000000595893,0.3500999999940433,0.3665999999940439,0.3834000000059632,0.40009999999404045,0.4167000000178831,0.4335000000000022,0.4500999999940376,0.46699999999999875,0.48380000001192514]",,1,0,1,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[148.45113686692264,66.09470449981752]","[-131.46526158592897,-95.51510349752687]",60.5,325,0,"[121,123,124,126,127,128,129,130,130,130,130,130,130,131,131,131,131,131,124,111,93,71,42,12,-17,-38,-52,-60,-66,-70,-78,-90,-104,-117]","[58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,55,48,34,16,-6,-26,-44,-56,-61,-63,-66,-67,-70,-75,-81,-86]","[0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000119186552,0.016300000011916893,0.032900000005959384,0.049700000017878665,0.06730000001191883,0.08430000001192184,0.10090000000595722,0.11740000000595785,0.13450000000000273,0.15059999999403573,0.1670000000000016,0.17330000001192047,0.18849999999999767,0.21450000000000102,0.23380000001191803,0.24049999999999727,0.26690000000596115,0.28320000001787804,0.29980000001192053,0.3164999999999978,0.3330999999940403,0.34990000000595955,0.3665999999940368,0.38309999999403743,0.3999000000059567,0.4167000000178831,0.4332000000178837,0.44999999999999574,0.4670999999940406,0.4834999999999994,0.5,0.5165999999940354,0.5334999999999965,0.5499999999999972]",,2,0,2,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[-131.46526158592897,-95.51510349752687]","[108.73372353331446,120.76103414007656]",60.5,325,0,"[-117,-123,-123,-123,-123,-123,-123,-123,-126,-129,-130,-130,-130,-130,-130,-128,-115,-86,-42,3,48,82,100,108,111]","[-86,-89,-89,-89,-89,-89,-89,-89,-96,-98,-99,-99,-99,-99,-99,-98,-87,-70,-43,-12,21,49,69,83,91]","[0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0002999999821184929,0.016900000005961147,0.03319999998807788,0.05069999998807617,0.06619999998807913,0.08340000000595893,0.09990000000595955,0.10469999998807822,0.1331999999880793,0.1501999999880752,0.16669999998807583,0.1834999999999951,0.2000999999940376,0.2049999999999983,0.22140000000595705,0.25109999999403954,0.2665999999940354,0.28340000000595467,0.300099999994039,0.3167999999821163,0.3332999999821169,0.35019999998807805,0.36679999998211343,0.3836999999880746,0.40009999999403334]",,3,0,3,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[108.73372353331446,120.76103414007656]","[-81.25000000000007,-140.72912811497125]",60.5,325,0,"[111,112,112,112,112,113,113,113,113,113,113,113,113,113,113,113,113,113,112,103,89,69,41,5,-29,-60,-80]","[91,96,99,101,104,109,112,113,114,114,114,114,114,114,114,114,114,114,113,101,80,46,3,-43,-83,-108,-125]","[0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000119186552,0.01640000000595876,0.03490000000596183,0.050100000023839186,0.06680000001191644,0.0832000000178823,0.10120000001788299,0.11790000000596024,0.13440000000596086,0.15020000001788247,0.16680000001191786,0.1839999999999975,0.19040000000595825,0.20460000002383794,0.23320000001788088,0.2397000000178835,0.26360000002384254,0.28340000000596177,0.3001000000238392,0.31680000001191644,0.33340000000595893,0.3502000000178782,0.36690000000596257,0.38360000002384,0.4002000000178825,0.4170000000000016,0.4335000000000022]",,4,0,4,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[-81.25000000000007,-140.72912811497125]","[50.215261585928964,154.54668389796245]",60.5,325,0,"[-80,-90,-93,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-92,-82,-63,-38,-8,23,47,61,68,71,71,71,71,71,70,68,66,63,60]","[-125,-134,-138,-139,-139,-139,-139,-139,-139,-139,-139,-139,-139,-139,-139,-139,-135,-121,-103,-74,-34,6,42,66,84,94,101,105,108,111,112,116,120,124,127]","[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000119186552,0.016599999994035386,0.03319999998807788,0.052699999988078616,0.06740000000596069,0.08430000001192184,0.10069999998808044,0.11730000001192309,0.1331999999880793,0.13769999998807947,0.1541999999880801,0.17069999998808072,0.20080000001191678,0.20749999999999602,0.23400000000000176,0.2409000000059578,0.26669999998807725,0.2835999999940384,0.3001999999880809,0.3166999999880744,0.33359999999403556,0.3503000000119201,0.3668000000119207,0.3836999999880746,0.40030000001191723,0.41680000001191786,0.43369999998807884,0.4504999999999981,0.4671999999880754,0.483699999988076,0.5019000000059606,0.5170999999940378,0.5338000000119223,0.5504999999999995,0.5671999999880768]",,5,0,5,0,1,,,,
,,A111111111,2024-06-20_17h28.05.785,GoFitts,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,"[50.215261585928964,154.54668389796245]","[-16.985875280993813,-161.6098079973444]",60.5,325,0,"[60,59,59,59,59,59,59,59,59,59,59,59,59,59,58,54,50,42,31,21,10,-4,-13]","[127,129,131,133,134,135,135,136,136,136,136,136,136,136,133,119,96,65,24,-26,-73,-112,-141]","[0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0002999999821184929,0.01769999998807492,0.03309999999403601,0.04979999998212037,0.06749999999999545,0.0832999999821169,0.09969999998807566,0.11659999999403681,0.1331999999880793,0.13799999999999812,0.16729999998212008,0.1834999999999951,0.19969999998807708,0.21729999998211724,0.23329999998211548,0.2497999999821161,0.2665000000000006,0.28329999998211974,0.29999999999999716,0.31659999999403965,0.33319999998807504,0.34990000000595955,0.36679999998212054]",,6,0,6,0,1,,,,
