身分證字號,date,expName,psychopyVersion,OS,frameRate,from,to,w,a,id,sequence_loop.thisN,enter_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,leave_time,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,"[-1.9444580078125,-204.44451904296875]","[414.18906443094164,0]",21,828.3781289,6.32,0,1.148,"[-1.9444580078125,-1.9444580078125,-1.9444580078125,-1.9444580078125,-1.9444580078125,-1.9444580078125,-1.9444580078125,-1.9444580078125,-2.83331298828125,-2.83331298828125,-0.16668701171875,3.388916015625,4.27783203125,6.0555419921875,11.388916015625,14.94451904296875,22.94451904296875,30.94451904296875,38.94451904296875,44.27783203125,48.72222900390625,54.94451904296875,68.27777099609375,91.388916015625,119.83331298828125,171.388916015625,209.611083984375,245.1666259765625,273.611083984375,301.1666259765625,333.1666259765625,363.388916015625,390.9444580078125,419.388916015625,447.8333740234375,469.1666259765625,478.9444580078125,479.8333740234375,479.8333740234375,480.7222900390625,480.7222900390625,480.7222900390625,480.7222900390625,480.7222900390625,480.7222900390625,479.8333740234375,474.5,467.388916015625,462.0555419921875,454.9444580078125,450.5,449.611083984375,446.9444580078125,442.5,435.388916015625,422.0555419921875,417.611083984375,414.0555419921875,411.388916015625,411.388916015625,411.388916015625,411.388916015625,411.388916015625,411.388916015625,411.388916015625,409.611083984375,406.9444580078125,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,405.1666259765625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625]","[-204.44451904296875,-204.44451904296875,-204.44451904296875,-204.44451904296875,-204.44451904296875,-204.44451904296875,-204.44451904296875,-204.44451904296875,-202.66668701171875,-197.33331298828125,-189.33331298828125,-180.4444580078125,-174.22222900390625,-166.22222900390625,-153.77777099609375,-142.22222900390625,-120.888916015625,-98.66668701171875,-82.66668701171875,-71.11114501953125,-60.4444580078125,-48,-32,-15.111114501953125,2.666656494140625,24,30.22222900390625,32,31.111083984375,27.5555419921875,24,23.111114501953125,23.111114501953125,23.111114501953125,23.111114501953125,23.111114501953125,20.444427490234375,19.5555419921875,19.5555419921875,16,14.22222900390625,11.5555419921875,10.666656494140625,8,5.333343505859375,2.666656494140625,-1.77777099609375,-3.555572509765625,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-3.555572509765625,0.888885498046875,6.22222900390625,11.5555419921875,13.333343505859375,14.22222900390625,15.111114501953125,15.111114501953125,15.111114501953125,15.111114501953125,15.111114501953125,15.111114501953125,15.111114501953125,16,14.22222900390625,9.77777099609375,6.22222900390625,3.5555419921875,3.5555419921875,3.5555419921875,2.666656494140625,2.666656494140625,0,0,0,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004999999999988347,0.01509999990463129,0.026499999999998636,0.04449999999999932,0.0580999999046341,0.07709999990463245,0.0932999999523183,0.11020000004768349,0.12459999990463189,0.14349999999999952,0.16040000009536826,0.17779999995231677,0.1935999999046345,0.21059999990463396,0.22720000004768437,0.24340000009536666,0.26029999995231634,0.278299999952317,0.29540000009536627,0.31059999990463183,0.32700000000000173,0.3440999999046319,0.3607999999523166,0.37720000004768295,0.39379999995231785,0.410499999999999,0.42679999995231555,0.44399999999999906,0.46059999990463396,0.4784000000953661,0.4939999999999998,0.5110999999046335,0.5274000000953691,0.5432999999523176,0.5609999999999999,0.5772000000476858,0.5940000000000012,0.6107999999523166,0.6277999999523161,0.6447999999523155,0.6622000000476831,0.6792000000476826,0.6957999999523174,0.7122999999523181,0.7292000000476833,0.7460999999046329,0.7607000000476845,0.777900000095368,0.7942999999523153,0.8109000000953692,0.8294999999999995,0.8462000000476841,0.8627999999523155,0.8792000000476854,0.8955999999046327,0.9115999999046345,0.9275999999046327,0.9447000000476855,0.9610000000000021,0.9777999999523175,0.9947000000476827,1.0107999999523152,1.028099999904633,1.0410000000000004,1.057500000000001,1.0744000000953662,1.0957000000476853,1.1122999999523167,1.1294000000953694,1.148099999904634,1.1627000000476855,1.1794000000953666,1.1960999999046322,1.2124999999999986,1.2242000000476843,1.2444000000953679,1.2567000000476831,1.2777999999523182,1.2942000000476845,1.3112999999523183,1.3277000000476846,1.3437000000476829,1.3612000000476847,1.3779000000953694,1.3900000000000006,1.4065000000000012,1.4275999999046327,1.4400000000000013,1.4567999999523167,1.473200000047683,1.4937999999523157,1.5105000000000004,1.526599999904633,1.5447000000476834,1.556599999904634,1.5779000000953687,1.5900999999046341,1.6117000000476835,1.628499999999999,1.6452000000476836,1.6575999999046331]",0,0,0,0,1,,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,"[414.18906443094164,0]","[-405.13803962330525,-86.11474870406283]",21,828.3781289,6.32,0,0.769,"[408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,408.7222900390625,406.0555419921875,375.8333740234375,265.611083984375,6.0555419921875,-170.83331298828125,-290.83331298828125,-369.0555419921875,-408.1666564941406,-427.72222900390625,-433.0555419921875,-439.2777404785156,-446.3888854980469,-456.1666564941406,-465.9444274902344,-473.9444274902344,-478.3888854980469,-479.2777404785156,-479.2777404785156,-478.3888854980469,-476.611083984375,-473.0555419921875,-467.72222900390625,-457.0555419921875,-449.9444274902344,-438.3888854980469,-427.72222900390625,-426.8333435058594,-426.8333435058594,-421.5,-414.3888854980469,-405.5,-402.8333435058594,-402.8333435058594,-401.0555419921875,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406]","[-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-4.4444580078125,-7.111114501953125,-15.111114501953125,-21.333343505859375,-26.666656494140625,-26.666656494140625,-32,-35.5555419921875,-39.11114501953125,-41.77777099609375,-41.77777099609375,-43.5555419921875,-44.4444580078125,-45.33331298828125,-48,-48,-50.66668701171875,-53.33331298828125,-60.4444580078125,-66.66668701171875,-71.11114501953125,-75.5555419921875,-81.77777099609375,-86.22222900390625,-89.77777099609375,-94.22222900390625,-97.77777099609375,-97.77777099609375,-97.77777099609375,-96.888916015625,-92.4444580078125,-86.22222900390625,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.02079999995231674,0.03589999985694803,0.046700000047682266,0.06959999990463217,0.08620000004768258,0.10259999990463342,0.1133999998569486,0.13020000004768306,0.15249999999999986,0.16989999985694837,0.17989999985694993,0.2025999999046313,0.21329999995231574,0.2362000000476847,0.252599999904632,0.26459999990463245,0.2865000000000002,0.30179999995231555,0.318799999952315,0.3353999998569499,0.35179999995231626,0.36859999990463166,0.3855999999046311,0.402000000000001,0.4182999999523176,0.43479999995231466,0.4518999998569484,0.4685999999046331,0.4857999999523166,0.5019999999999989,0.5187000000476836,0.535499999999999,0.5522000000476837,0.568599999904631,0.5854999999999997,0.6022999999523151,0.6187999999523157,0.6355000000000004,0.651799999952317,0.6687999999523164,0.6859999999999999,0.7022999999523165,0.7190000000000012,0.7360000000000007,0.7530999999046308,0.7689999999999984,0.7857999999523173,0.8023999998569487,0.8192999999523174,0.8359999999999985,0.8527999999523175,0.8693999998569488,0.8862000000476833,0.8962000000476849,0.9199999999999982,0.9295999999046316,0.9534999999999982,0.9628999998569476,0.9868999998569485,0.9962000000476827,1.0204999999999984,1.036999999999999,1.0460999999046336,1.0695000000000014,1.08689999985695,1.0962000000476841,1.120599999904634,1.1372000000476845,1.1540999999046342,1.1705000000000005,1.1872000000476852,1.2038999998569473,1.2127000000476826,1.2372000000476824,1.2533999998569492,1.2712000000476849]",1,0,1,0,1,0.2645,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,"[-405.13803962330525,-86.11474870406283]","[378.38053841612526,168.4658696653475]",21,828.3781289,6.32,0,0.7647,"[-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-400.1666564941406,-398.3888854980469,-386.8333435058594,-362.8333435058594,-324.611083984375,-278.38885498046875,-223.27777099609375,-185.0555419921875,-109.5,2.5,99.388916015625,171.388916015625,206.9444580078125,229.1666259765625,249.611083984375,270.9444580078125,288.7222900390625,292.27783203125,294.9444580078125,299.388916015625,312.7222900390625,336.7222900390625,357.1666259765625,360.7222900390625,361.611083984375,361.611083984375,361.611083984375,361.611083984375,362.5,363.388916015625,364.27783203125,364.27783203125,364.27783203125,365.1666259765625,366.0555419921875,366.9444580078125,369.611083984375,370.5,372.27783203125,372.27783203125,373.1666259765625,373.1666259765625,374.0555419921875,374.0555419921875,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125]","[-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-83.5555419921875,-79.11114501953125,-76.4444580078125,-70.22222900390625,-60.4444580078125,-49.77777099609375,-41.77777099609375,-22.22222900390625,7.111114501953125,33.777740478515625,52.444427490234375,62.22222900390625,69.33334350585938,72,74.66665649414062,79.111083984375,80.88888549804688,82.66665649414062,83.5555419921875,86.22222900390625,91.5555419921875,96.88888549804688,100.44442749023438,104,108.44442749023438,114.66665649414062,117.33334350585938,120.88888549804688,126.22222900390625,133.33334350585938,137.77774047851562,140.44442749023438,144.88888549804688,146.66665649414062,150.22222900390625,155.5555419921875,158.22222900390625,160,160.88888549804688,162.66665649414062,162.66665649414062,164.44442749023438,166.22222900390625,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.013999999999999346,0.023600000143051858,0.0482999999523166,0.05700000000000216,0.07729999995231651,0.09040000009536797,0.11510000014305177,0.12390000009536806,0.14090000009536752,0.1657000000476856,0.18210000014305194,0.19890000009536735,0.21540000009536797,0.2326000001430515,0.24890000009536806,0.2659000000953675,0.2814000000953669,0.29760000014305277,0.3141000001430534,0.33060000014305047,0.3472999999523161,0.36429999995231555,0.3809000000953695,0.3992999999523157,0.41550000000000153,0.4322000000476862,0.4490000000000016,0.46560000014305203,0.4806000001430526,0.497400000095368,0.5139000000953686,0.5305,0.5476000001430528,0.5641000001430534,0.5806000001430505,0.5974000000953694,0.6141000001430506,0.6304000000953671,0.6487999999523169,0.6660000000000004,0.6807999999523169,0.6975000000000016,0.714100000143052,0.7312999999523164,0.7476000001430521,0.7647999999523165,0.7809000000953681,0.7979000000953675,0.8142000000476841,0.8309999999999995,0.8479000000953683,0.8667000000476861,0.8824000000953696,0.8989000000953666,0.9152999999523175,0.9241000001430528,0.9489000000953673,0.9576000001430529,0.973200000047683,0.9989000000953681,1.0147000000476858,1.0227999999523156,1.0402000000476832,1.064900000095367,1.0777000000476846,1.0899999999999999,1.1154000000953666,1.1240000000000023,1.1487000000476861,1.1575000000000024,1.1730000000000018,1.1986000001430526,1.2074000000953689,1.2231000001430523,1.249299999952317,1.2584000000953672,1.2734000000953678]",2,0,2,0,1,0.1656,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,"[378.38053841612526,168.4658696653475]","[-335.08599200889194,-243.4542237333244]",21,828.3781289,6.32,0,0.5729,"[374.9444580078125,374.9444580078125,374.9444580078125,374.9444580078125,373.1666259765625,362.5,317.1666259765625,189.1666259765625,30.0555419921875,-131.72216796875,-260.611083984375,-340.611083984375,-356.6111145019531,-356.6111145019531,-356.6111145019531,-356.6111145019531,-358.3888854980469,-365.5,-372.6111145019531,-377.0555419921875,-377.9444274902344,-377.9444274902344,-377.9444274902344,-377.9444274902344,-376.1666564941406,-374.3888854980469,-373.5,-370.8333435058594,-369.0555419921875,-367.27777099609375,-355.72222900390625,-349.5,-349.5,-346.8333435058594,-345.0555419921875,-340.611083984375,-337.0555419921875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875]","[168.88888549804688,168.88888549804688,168.88888549804688,168.88888549804688,166.22222900390625,158.22222900390625,128.88888549804688,56.888885498046875,-21.333343505859375,-91.5555419921875,-146.66668701171875,-183.11114501953125,-192.888916015625,-194.66668701171875,-196.4444580078125,-200.888916015625,-206.22222900390625,-215.11114501953125,-225.77783203125,-232.888916015625,-237.33331298828125,-239.11114501953125,-242.66668701171875,-244.44451904296875,-247.11114501953125,-249.77783203125,-250.66668701171875,-250.66668701171875,-250.66668701171875,-250.66668701171875,-248,-247.11114501953125,-247.11114501953125,-247.11114501953125,-246.22222900390625,-245.33331298828125,-244.44451904296875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999990463072095,0.023799999952316853,0.03259999990463314,0.05709999990463288,0.07399999999999807,0.08990000009536558,0.10679999995231526,0.12420000004768283,0.13949999999999818,0.15579999995231475,0.1727000000476835,0.1894999999999989,0.2060999999046338,0.22309999990463325,0.2394999999999996,0.2562000000476843,0.27279999995231563,0.2895000000000003,0.3064000000953655,0.32320000004768445,0.33940000009536675,0.35609999990463237,0.37309999990463183,0.38959999990463245,0.40620000004768286,0.4227000000476835,0.4397999999523172,0.45759999990463385,0.472999999999999,0.48970000004768366,0.5064000000953683,0.5235999999046328,0.5407999999523163,0.556200000047685,0.5729000000953661,0.5899000000953656,0.6062999999523164,0.6244000000953669,0.6407999999523142,0.657900000095367,0.6740999999046338,0.6909000000953682,0.6995000000000005,0.7139000000953679,0.7402999999523168,0.7487999999523147,0.7637999999523153,0.780700000047684,0.8074000000953667,0.8240999999046323,0.8410000000000011,0.8495999999046333,0.8637999999523167,0.8915000000000006,0.9009000000953655,0.9235000000000007,0.9304999999999986,0.9569000000953665,0.9635999999046305,0.9800999999046311,1.0079000000953684,1.0167000000476847,1.0410000000000004,1.0494999999999983,1.0704000000953684,1.0912999999523159]",3,0,3,0,1,0.0899,,,,
Y111111111,2024-11-28_10h54.44.430,GoFitts,2023.2.3,Win32,59.88023952,"[-335.08599200889194,-243.4542237333244]","[277.14657982988416,307.80246000117734]",21,828.3781289,6.32,0,0.817,"[-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-336.16668701171875,-331.72222900390625,-330.83331298828125,-325.5,-295.27777099609375,-236.611083984375,-159.27777099609375,-80.16668701171875,-15.27777099609375,40.72222900390625,93.16668701171875,122.5,137.61114501953125,143.83331298828125,146.5,151.83331298828125,166.9444580078125,177.611083984375,185.611083984375,192.7222900390625,202.5,208.7222900390625,219.388916015625,230.0555419921875,232.7222900390625,234.5,238.0555419921875,245.1666259765625,247.8333740234375,250.5,250.5,254.9444580078125,257.611083984375,258.5,260.27783203125,260.27783203125,260.27783203125,261.1666259765625,262.9444580078125,265.611083984375,266.5,268.27783203125,270.9444580078125,271.8333740234375,271.8333740234375,274.5,274.5,274.5,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625,277.1666259765625]","[-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-243.5555419921875,-235.5555419921875,-233.77783203125,-226.66668701171875,-201.77777099609375,-160,-101.33331298828125,-29.333343505859375,40,104,160,190.22222900390625,208,218.66665649414062,224.88888549804688,230.2222137451172,239.11111450195312,247.11111450195312,255.11111450195312,265.77777099609375,276.44444274902344,282.6666717529297,289.77777099609375,296,297.77777099609375,300.44444274902344,302.2222137451172,305.77777099609375,307.5555419921875,308.44444274902344,308.44444274902344,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,309.3333282470703,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344,308.44444274902344]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.014599999904632455,0.023299999952314465,0.04759999990463015,0.05679999995231455,0.08109999990463024,0.0978999998569492,0.1065999999046312,0.12029999995231577,0.1485999999046328,0.16529999995231393,0.18209999990463288,0.197699999809263,0.21449999999999747,0.23069999980926426,0.24719999980926488,0.26359999990463123,0.2802999999523159,0.2972999999523154,0.31349999999999767,0.3305999999046314,0.34709999990463203,0.3639999999999972,0.38049999999999784,0.39699999999999847,0.4136999998092641,0.4305999999046328,0.447699999809263,0.4635999999046305,0.48049999999999926,0.49729999995231466,0.5140999999046301,0.5307999999523147,0.5472999999523154,0.564199999809265,0.5808999998569462,0.5971999998092627,0.6140999999046315,0.6306999998092628,0.6478999998569464,0.6646999998092618,0.6808999998569512,0.702499999999997,0.7141999998092636,0.7310999999046324,0.7482999999523123,0.7651999998092656,0.7825999999046296,0.7996999998092669,0.8169999999999966,0.835599999904634,0.8494999999999955,0.8656999998092623,0.882599999904631,0.8987999999523133,0.9077999999523136,0.9325999999046282,0.9490000000000016,0.9658999998569477,0.9823999998569484,0.998899999856949,1.007799999952315,1.0323999998569455,1.0488999998569462,1.065799999952315,1.074499999999997,1.0863999998569476,1.1150999999046327,1.122399999856949,1.1362999999523176,1.1651999998092641,1.1722999999523118,1.1858999998569466,1.2157999999523135,1.2326999998092667,1.249099999904633,1.2578999998569493,1.2785999999046318,1.2951999998092667,1.304399999856951,1.3333999998569475]",4,0,4,0,1,0.1652,,,,
