身分證字號,date,expName,psychopyVersion,OS,frameRate,retry_testing.thisRepN,retry_testing.thisTrialN,retry_testing.thisN,retry_testing.thisIndex,retry_testing.ran,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
C311111111,2025-03-13_15h31.21.680,GoFitts,2023.2.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C311111111,2025-03-13_15h31.21.680,GoFitts,2023.2.3,Win32,144.9275362,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
C311111111,2025-03-13_15h31.21.680,GoFitts,2023.2.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C311111111,2025-03-13_15h31.21.680,GoFitts,2023.2.3,Win32,144.9275362,,,,,,"[15.5294189453125,10.176483154296875]","[-271.23171760763,57.652081310532225]",21,554.5823911,5.75,0,3.1182,1.4667,"[15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,-18.35296630859375,-184,-212.23529052734375,-252.70587158203125,-254.5882568359375,-254.5882568359375,-256.4705810546875,-258.35296630859375,-262.11761474609375,-270.5882568359375,-273.4117431640625,-275.29412841796875,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-278.11761474609375,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-277.17645263671875,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-276.23529052734375,-264.941162109375,-254.5882568359375,-245.17645263671875,-242.35296630859375,-242.35296630859375,-242.35296630859375,-242.35296630859375,-242.35296630859375,-241.4117431640625,-236.70587158203125,-231.058837890625,-225.4117431640625,-216,-213.17645263671875,-178.35296630859375,-141.64703369140625,-105.88232421875,-86.11761474609375,-79.5294189453125,-79.5294189453125,-79.5294189453125,-79.5294189453125,-79.5294189453125,-66.35296630859375,-45.64703369140625,-20.23529052734375,15.5294189453125,15.5294189453125,15.5294189453125,15.5294189453125,14.5882568359375,-7.058837890625,-43.76470947265625,-172.70587158203125,-237.64703369140625,-248,-248,-256.4705810546875,-259.29412841796875,-260.23529052734375,-260.23529052734375,-260.23529052734375,-260.23529052734375,-260.23529052734375,-260.23529052734375,-260.23529052734375,-262.11761474609375,-276.23529052734375,-280,-287.5294189453125,-289.4117431640625,-290.35296630859375,-290.35296630859375,-290.35296630859375,-290.35296630859375,-290.35296630859375,-290.35296630859375,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-285.64703369140625,-281.88232421875,-279.058837890625,-279.058837890625,-279.058837890625,-279.058837890625,-279.058837890625,-279.058837890625,-279.058837890625,-276.23529052734375,-265.88232421875,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-263.058837890625,-261.17645263671875,-262.11761474609375,-263.058837890625,-264.941162109375,-264.941162109375,-264.941162109375,-264.941162109375,-264.941162109375,-264.941162109375,-264.941162109375,-264.941162109375,-268.70587158203125,-271.5294189453125,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875]","[10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,10.176483154296875,15.823516845703125,8.29412841796875,5.4705810546875,8.29412841796875,10.176483154296875,10.176483154296875,11.117645263671875,28.058807373046875,32.76470947265625,43.117645263671875,45,45.941162109375,48.76470947265625,48.76470947265625,48.76470947265625,48.76470947265625,48.76470947265625,48.76470947265625,48.76470947265625,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,49.70587158203125,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,51.588226318359375,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,54.411773681640625,52.5294189453125,48.76470947265625,45,44.058807373046875,44.058807373046875,44.058807373046875,44.058807373046875,44.058807373046875,44.058807373046875,41.23529052734375,38.411773681640625,38.411773681640625,35.588226318359375,31.823516845703125,16.76470947265625,4.5294189453125,-4.88238525390625,-6.76470947265625,-6.76470947265625,-6.76470947265625,-6.76470947265625,-6.76470947265625,-6.76470947265625,-9.5882568359375,-14.29412841796875,-16.17645263671875,-15.23529052734375,-15.23529052734375,-15.23529052734375,-15.23529052734375,-12.4117431640625,-2.058837890625,13,59.117645263671875,84.5294189453125,89.23529052734375,89.23529052734375,94.88235473632812,99.58822631835938,103.35293579101562,105.23529052734375,105.23529052734375,105.23529052734375,105.23529052734375,105.23529052734375,105.23529052734375,103.35293579101562,81.70587158203125,76.05880737304688,65.70587158203125,64.76470947265625,64.76470947265625,64.76470947265625,64.76470947265625,64.76470947265625,64.76470947265625,61,52.5294189453125,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,50.647064208984375,52.5294189453125,55.352935791015625,55.352935791015625,55.352935791015625,55.352935791015625,55.352935791015625,55.352935791015625,55.352935791015625,58.176483154296875,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,67.58822631835938,66.64706420898438,61,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,58.176483154296875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000028609956644,0.03249999999999886,0.048200000286101385,0.058600000381460404,0.07090000009534947,0.08410000038145427,0.09830000019073282,0.11490000009536061,0.13170000028608797,0.14810000038144722,0.16490000009537198,0.19849999999999568,0.21010000038145904,0.22350000000000136,0.23680000019072622,0.2496000003814629,0.26590000009537107,0.28260000038144995,0.300300000190731,0.3164999999999907,0.331700000286105,0.3484000000953529,0.3663000001907335,0.3990000000000009,0.41010000038144767,0.43199999999998795,0.4484999999999957,0.4651000003814545,0.4752000002860939,0.49849999999999284,0.5086000003814632,0.5318000001907279,0.5450000000000017,0.5563000001907454,0.5823000001907275,0.5987000002861151,0.608700000286106,0.6208000001907266,0.6329000000953755,0.6491000003814662,0.6664999999999992,0.6827000002861183,0.7162000002860935,0.7286000003814621,0.7413000001907477,0.7553000001907293,0.7674000000953782,0.7833000001907493,0.7999000000953771,0.8164000000953848,0.8331000003814637,0.84990000009536,0.8669000000953844,0.882800000190727,0.9002000002861195,0.9166000003814787,0.933400000095375,0.9500000000000028,0.9667000002861101,0.983600000381486,1.0008000001907504,1.0324000000953646,1.0426000003814835,1.0558000001907288,1.082400000095376,1.092800000190735,1.1051000003814835,1.1244000000953775,1.1347000002861165,1.1493000001907347,1.1664000000953791,1.1829000000953585,1.1995000000000147,1.215999999999994,1.2328000001907498,1.2496000003814771,1.2757000002861076,1.2884000000953648,1.30140000009537,1.3171000003814726,1.3504000000953766,1.3609000000953841,1.374200000286109,1.3876000003814823,1.4011000003814758,1.4172000002861154,1.4357000002861042,1.4496000003814657,1.4667000002861101,1.4996000003814771,1.5164999999999935,1.5328000001907327,1.5432000002861201,1.5551000003814721,1.5677000002861092,1.58570000028611,1.6009000000953648,1.6167000002861158,1.6339000000953803,1.6667000002860988,1.6776000003814744,1.700300000190751,1.7167000002861101,1.733300000190738,1.7447000002861017,1.7676000003814778,1.7832000002861008,1.7937000002861083,1.8058000001907288,1.8177000002861092,1.8338000001907488,1.84990000009536,1.8669000000953844,1.9006000003814876,1.9169000000953673,1.9273000001907263,1.9391000003814867,1.9506000003814705,1.9669000000953787,1.983600000381486,2.0168000001907416,2.0338000001907375,2.0505000000000138,2.0678000001907293,2.0789999999999935,2.100200000286108,2.1133000001907334,2.1337000002861117,2.1508000001907277,2.1633000001907448,2.1765000000000185,2.1883000001907504,2.200700000286119,2.21670000028611,2.250300000190734,2.2608000001907413,2.283500000000018,2.294800000190733,2.317200000286121,2.333800000190749,2.3440000000000083,2.35570000028612,2.3678000001907407,2.3839000000953803,2.4169000000953673,2.433800000190743,2.450400000095371,2.4605000000000103,2.4754999999999967,2.485200000286099,2.500600000381482,2.517600000381478,2.5338000001907375,2.550300000190745,2.5676000003814607,2.584300000190737,2.6011000003814644,2.6169000000953844,2.651200000286096,2.667400000095384,2.677100000381486,2.689000000000007,2.7014000000953757,2.7179000000953835,2.7367000002861204,2.751000000000019,2.7846000003814737,2.8034999999999997,2.818400000095366,2.830500000000015,2.8438000001907398,2.8574000000953816,2.86980000019075,2.88600000000001,2.902000000000001,2.9186000003814883,2.935600000381484,2.951900000095364,2.9688000001907398,2.9861000003814837,3.001800000190727,3.0186000003814826,3.034499999999994,3.0515000000000185,3.0677000002861092,3.0844000000953855,3.1182000002861088,3.134600000381468,3.151200000286096,3.1686000003814883,3.1831000003814864,3.1983000001907413,3.2109000000953785,3.2227000002861104,3.235100000381479,3.251500000000007,3.2843000001907257,3.297300000190731,3.30760000038147,3.3344000000953855,3.3452000002861126,3.358200000286118,3.370999999999995,3.386400000095378,3.4025000000000176,3.418900000095377,3.435600000381484,3.452300000190732,3.4684999999999917,3.4849999999999994,3.5019999999999953,3.5186000003814826,3.5353000001907304,3.5515000000000185,3.5681000003814773,3.5849000000953737,3.6182000002861088,3.628300000190748,3.6404000000953687,3.651900000095381,3.669800000190733,3.684900000095368,3.7021000003814635,3.720400000095381,3.736000000000004,3.7516000003814867,3.7687000002861026,3.7853000001907304,3.803600000381479,3.820300000190727,3.837600000381471]",0,0,0,0,1,,,,
C311111111,2025-03-13_15h31.21.680,GoFitts,2023.2.3,Win32,144.9275362,,,,,,"[-271.23171760763,57.652081310532225]","[277.2911955252481,0]",21,554.5823911,5.75,0,1.2329,0.3293,"[-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-272.4705810546875,-235.76470947265625,-110.5882568359375,-41.88232421875,11.76470947265625,46.5882568359375,76.70587158203125,96.4705810546875,197.176513671875,259.2940673828125,318.5882568359375,338.3529052734375,346.823486328125,346.823486328125,346.823486328125,311.058837890625,283.7647705078125,257.4117431640625,230.11767578125,225.4117431640625,224.4705810546875,228.2353515625,231.058837890625,232,232,232,232,232,232,232,232,232,232,232,232,232,232,234.823486328125,243.2940673828125,264,273.4117431640625,276.2353515625,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,278.11767578125,279.058837890625,281.88232421875,281.88232421875,281.88232421875,281.88232421875,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,283.7647705078125,281.88232421875,271.5294189453125,271.5294189453125,271.5294189453125,271.5294189453125,271.5294189453125,271.5294189453125,267.7647705078125,259.2940673828125,247.058837890625,239.5294189453125,239.5294189453125,239.5294189453125,239.5294189453125,239.5294189453125]","[59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,59.117645263671875,58.176483154296875,51.588226318359375,45,47.823516845703125,50.647064208984375,46.882354736328125,37.4705810546875,32.76470947265625,-0.176483154296875,-5.82354736328125,-10.5294189453125,-13.35296630859375,-15.23529052734375,-15.23529052734375,-14.29412841796875,-2.058837890625,4.5294189453125,9.23529052734375,13,13,8.29412841796875,1.70587158203125,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5.82354736328125,-8.64703369140625,-19,-22.76470947265625,-22.76470947265625,-22.76470947265625,-22.76470947265625,-19,-16.17645263671875,-14.29412841796875,-12.4117431640625,-12.4117431640625,-12.4117431640625,-12.4117431640625,-12.4117431640625,-12.4117431640625,-12.4117431640625,-12.4117431640625,-9.5882568359375,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-2.058837890625,-3,-11.4705810546875,-11.4705810546875,-11.4705810546875,-11.4705810546875,-11.4705810546875,-11.4705810546875,-14.29412841796875,-19,-29.35296630859375,-35.941162109375,-35.941162109375,-35.941162109375,-35.941162109375,-35.941162109375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999990464848452,0.029099999904644847,0.03999999999999204,0.05330000019074532,0.06709999990462734,0.0809000000953688,0.09550000000001546,0.11220000028609434,0.13050000000001205,0.14740000009535947,0.1644000000953838,0.18040000009537493,0.1958000001907294,0.2142000002860982,0.22959999990462165,0.24640000009537744,0.26340000009537334,0.2799000000953811,0.2973000001907451,0.31270000028609957,0.32940000009537584,0.3623000001907428,0.3789000000953706,0.39659999990462325,0.41280000019074237,0.42290000009538176,0.43590000009535856,0.46270000028610525,0.47959999990462165,0.4958000001907408,0.5064000000953683,0.5293000001907444,0.5460999999046408,0.557300000190736,0.5788000001907392,0.5964000000953718,0.6133000001907476,0.6297000002861068,0.645700000286098,0.6625999999046428,0.6795999999046387,0.695999999999998,0.7124000000953572,0.7224000000953765,0.7355999999046219,0.748500000000007,0.7647000002860977,0.781099999904626,0.7968000001907285,0.8135999999046248,0.8297000002860955,0.8458000001907351,0.863099999904648,0.8799000000953754,0.8968000001907512,0.9129000000953624,0.9300000000000068,0.9464000000953661,0.9799999999999898,0.9964999999999975,1.0132000002861048,1.029599999904633,1.0460999999046408,1.0633000001907362,1.079800000190744,1.0900000000000034,1.102400000095372,1.121700000286097,1.1317000002861164,1.1468000001907512,1.164999999999992,1.1810999999046317,1.1970000000000027,1.2150000000000034,1.233000000000004,1.263599999904642,1.2738000001907324,1.2874999999999943,1.3000999999046314,1.3139000000953729,1.331400000095357,1.3482000002861128,1.3657000002860968,1.3817000002861164,1.3977000002861075,1.414599999904624,1.430400000095375,1.4480000000000075,1.4649000000953833,1.4817000002861107,1.4983000001907385,1.515800000190751,1.5319000000953622,1.5472000002860966,1.5637000002861043,1.5800000000000125,1.59690000009536,1.6154999999999973,1.6323000001907246,1.6477000002861075,1.6655000000000086,1.6810999999046317,1.6980000000000075,1.7135000000000105,1.7472000002861137,1.763599999904642,1.7750999999046257,1.7887000002860987,1.801800000190724,1.8160999999046226,1.831700000286105,1.847300000190728,1.8639000000953843,1.897500000000008,1.913400000095379,1.9313000001907312,1.9418000001907387,1.9547000002860955]",1,0,1,0,1,,,,
